Dec 15 09:21:39 test kernel: [47736.602883] [TRACE_KVM] Buffer & to_replay created
Dec 15 09:21:39 test kernel: [47736.602919] [HAVFUZZ] Opened
Dec 15 09:22:11 test kernel: [47768.266150] [TRACE_KVM] The trarget vcpu is 3
Dec 15 09:22:11 test kernel: [47768.336044] [Trace KVM] Buffer reset
Dec 15 09:22:11 test kernel: [47768.336051] [TRACE_KVM] Buffer size changed
Dec 15 09:22:11 test kernel: [47768.336060] [TRACE_KVM] From_exit set to 0 and exit_before buffer created.
Dec 15 09:22:11 test kernel: [47768.336062] [TRACE_KVM] gran exit set to 0.
Dec 15 09:22:11 test kernel: [47768.336063] [TRACE_KVM] Control_execution set to 1.
Dec 15 09:22:11 test kernel: [47768.336065] [TRACE_KVM] tracing enabled
Dec 15 09:22:12 test kernel: [47769.386539] 62, L1: 1.
Dec 15 09:22:12 test kernel: [47769.418675] 63, L1: 1.
Dec 15 09:22:12 test kernel: [47769.420850] 64, L1: 1.
Dec 15 09:22:12 test kernel: [47769.443325] 65, L1: 1.
Dec 15 09:22:12 test kernel: [47769.481686] 66, L1: 1.
Dec 15 09:22:12 test kernel: [47769.496845] 67, L1: 1.
Dec 15 09:22:12 test kernel: [47769.654483] 68, L1: 1.
Dec 15 09:22:12 test kernel: [47769.666496] 69, L1: 1.
Dec 15 09:22:12 test kernel: [47769.666613] 70, L1: 1.
Dec 15 09:22:12 test kernel: [47769.666778] 71, L1: 1.
Dec 15 09:22:12 test kernel: [47769.732951] 72, L1: 1.
Dec 15 09:22:12 test kernel: [47769.733074] 73, L1: 1.
Dec 15 09:22:12 test kernel: [47769.733123] 74, L1: 1.
Dec 15 09:22:12 test kernel: [47769.733172] 75, L1: 1.
Dec 15 09:22:12 test kernel: [47769.733216] 76, L1: 1.
Dec 15 09:22:12 test kernel: [47769.733260] 77, L1: 1.
Dec 15 09:22:12 test kernel: [47769.733304] 78, L1: 1.
Dec 15 09:22:12 test kernel: [47769.734601] 79, L1: 1.
Dec 15 09:22:12 test kernel: [47769.757389] 80, L1: 1.
Dec 15 09:22:12 test kernel: [47769.764958] 81, L1: 1.
Dec 15 09:22:12 test kernel: [47769.792927] 82, L1: 1.
Dec 15 09:22:12 test kernel: [47769.806580] 83, L1: 1.
Dec 15 09:22:12 test kernel: [47769.852986] 84, L1: 1.
Dec 15 09:22:12 test kernel: [47769.869011] 85, L1: 1.
Dec 15 09:22:12 test kernel: [47769.900055] 86, L1: 1.
Dec 15 09:22:12 test kernel: [47769.900165] 87, L1: 1.
Dec 15 09:22:12 test kernel: [47769.900197] 88, L1: 1.
Dec 15 09:22:12 test kernel: [47769.900233] [Hermes] Exit Field [4012] -> Value [80000]. Reason: [1c].
Dec 15 09:22:12 test kernel: [47769.900258] 89, L1: 1.
Dec 15 09:22:15 test kernel: [47772.900334] [TRACE_KVM] tracing disabled
Dec 15 09:22:15 test kernel: [47772.900340] [TRACE_KVM] Control_execution set to 0.
Dec 15 09:22:15 test kernel: [47772.900593] [TRACE_KVM] Buffer copied 
Dec 15 09:22:15 test kernel: [47772.902431] [HAVFUZZ] Released
Dec 15 09:22:15 test kernel: [47772.903743] [Trace KVM] Buffer released
